tag,kernel_id,block_id,sm_id,t_launch,t_dep_satisfied,t_end
trace_random,0,201,7,1785763601146720704,1785763601146720704,1785763601146824256
trace_random,0,202,22,1785763601146720672,1785763601146720672,1785763601146824256
trace_random,0,203,23,1785763601146720704,1785763601146720704,1785763601146824256
trace_random,0,204,38,1785763601146720704,1785763601146720704,1785763601146824320
trace_random,0,205,39,1785763601146720704,1785763601146720704,1785763601146824320
trace_random,0,206,54,1785763601146720704,1785763601146720704,1785763601146824288
trace_random,0,207,55,1785763601146720704,1785763601146720704,1785763601146824320
trace_random,0,208,70,1785763601146720672,1785763601146720672,1785763601146824256
trace_random,0,209,71,1785763601146720704,1785763601146720704,1785763601146824320
trace_random,0,210,84,1785763601146720672,1785763601146720672,1785763601146824256
trace_random,0,211,85,1785763601146720704,1785763601146720704,1785763601146824288
trace_random,0,212,98,1785763601146720704,1785763601146720704,1785763601146824288
trace_random,0,213,99,1785763601146720704,1785763601146720704,1785763601146824256
trace_random,0,214,112,1785763601146720640,1785763601146720640,1785763601146824256
trace_random,0,215,113,1785763601146720672,1785763601146720672,1785763601146824256
trace_random,0,216,126,1785763601146720672,1785763601146720672,1785763601146824256
trace_random,0,217,127,1785763601146720704,1785763601146720704,1785763601146824320
trace_random,0,218,8,1785763601146720800,1785763601146720800,1785763601146825088
trace_random,0,219,9,1785763601146720832,1785763601146720832,1785763601146825088
trace_random,0,220,24,1785763601146720832,1785763601146720832,1785763601146825120
trace_random,0,221,25,1785763601146720832,1785763601146720832,1785763601146825120
trace_random,0,222,40,1785763601146720896,1785763601146720896,1785763601146825152
trace_random,0,223,41,1785763601146720864,1785763601146720864,1785763601146825120
trace_random,0,224,56,1785763601146720864,1785763601146720864,1785763601146825152
trace_random,0,225,57,1785763601146720896,1785763601146720896,1785763601146825184
trace_random,0,226,72,1785763601146720800,1785763601146720800,1785763601146825088
trace_random,0,227,73,1785763601146720864,1785763601146720864,1785763601146825088
trace_random,0,228,86,1785763601146720864,1785763601146720864,1785763601146825152
trace_random,0,229,87,1785763601146720832,1785763601146720832,1785763601146825152
trace_random,0,230,100,1785763601146720832,1785763601146720832,1785763601146825344
trace_random,0,231,101,1785763601146720864,1785763601146720864,1785763601146825152
trace_random,0,232,114,1785763601146720896,1785763601146720896,1785763601146825184
trace_random,0,233,115,1785763601146720864,1785763601146720864,1785763601146825152
trace_random,0,234,128,1785763601146720864,1785763601146720864,1785763601146825152
trace_random,0,235,129,1785763601146720864,1785763601146720864,1785763601146825120
trace_random,0,236,142,1785763601146720864,1785763601146720864,1785763601146825248
trace_random,0,237,143,1785763601146720864,1785763601146720864,1785763601146825280
trace_random,0,238,144,1785763601146720864,1785763601146720864,1785763601146825280
trace_random,0,239,145,1785763601146720864,1785763601146720864,1785763601146825248
trace_random,0,240,146,1785763601146720832,1785763601146720832,1785763601146825376
trace_random,0,241,147,1785763601146720832,1785763601146720832,1785763601146825248
trace_random,0,242,10,1785763601146720672,1785763601146720672,1785763601146824864
trace_random,0,243,11,1785763601146720704,1785763601146720704,1785763601146824896
trace_random,0,244,26,1785763601146720672,1785763601146720672,1785763601146824896
trace_random,0,245,27,1785763601146720704,1785763601146720704,1785763601146824896
trace_random,0,246,42,1785763601146720640,1785763601146720640,1785763601146824864
trace_random,0,247,43,1785763601146720704,1785763601146720704,1785763601146824928
trace_random,0,248,58,1785763601146720672,1785763601146720672,1785763601146824928
trace_random,0,249,59,1785763601146720768,1785763601146720768,1785763601146824928
trace_random,0,250,74,1785763601146720640,1785763601146720640,1785763601146824864
trace_random,0,251,75,1785763601146720704,1785763601146720704,1785763601146824864
trace_random,0,252,88,1785763601146720672,1785763601146720672,1785763601146824864
trace_random,0,253,89,1785763601146720736,1785763601146720736,1785763601146824928
trace_random,0,254,102,1785763601146720704,1785763601146720704,1785763601146824896
trace_random,0,255,103,1785763601146720736,1785763601146720736,1785763601146824928
trace_random,0,256,116,1785763601146720704,1785763601146720704,1785763601146824896
trace_random,0,257,117,1785763601146720704,1785763601146720704,1785763601146824928
trace_random,0,258,130,1785763601146720640,1785763601146720640,1785763601146824864
trace_random,0,259,131,1785763601146720672,1785763601146720672,1785763601146824864
trace_random,0,260,136,1785763601146720640,1785763601146720640,1785763601146824896
trace_random,0,261,137,1785763601146720704,1785763601146720704,1785763601146824864
trace_random,0,262,12,1785763601146720832,1785763601146720832,1785763601146824800
trace_random,0,263,13,1785763601146720832,1785763601146720832,1785763601146824768
trace_random,0,264,28,1785763601146720864,1785763601146720864,1785763601146824800
trace_random,0,265,29,1785763601146720800,1785763601146720800,1785763601146824800
trace_random,0,266,44,1785763601146720896,1785763601146720896,1785763601146824800
trace_random,0,267,45,1785763601146720864,1785763601146720864,1785763601146824768
trace_random,0,268,60,1785763601146720864,1785763601146720864,1785763601146824832
trace_random,0,269,61,1785763601146720896,1785763601146720896,1785763601146824800
trace_random,0,270,76,1785763601146720800,1785763601146720800,1785763601146824736
trace_random,0,271,77,1785763601146720800,1785763601146720800,1785763601146824896
trace_random,0,272,90,1785763601146720864,1785763601146720864,1785763601146824800
trace_random,0,273,91,1785763601146720864,1785763601146720864,1785763601146824800
trace_random,0,274,104,1785763601146720896,1785763601146720896,1785763601146824800
trace_random,0,275,105,1785763601146720864,1785763601146720864,1785763601146824800
trace_random,0,276,118,1785763601146720864,1785763601146720864,1785763601146824800
trace_random,0,277,119,1785763601146720896,1785763601146720896,1785763601146824800
trace_random,0,278,132,1785763601146720832,1785763601146720832,1785763601146824736
trace_random,0,279,133,1785763601146720832,1785763601146720832,1785763601146824640
trace_random,0,280,138,1785763601146720832,1785763601146720832,1785763601146824672
trace_random,0,281,139,1785763601146720832,1785763601146720832,1785763601146824768
trace_random,0,282,14,1785763601146720800,1785763601146720800,1785763601146825088
trace_random,0,283,15,1785763601146720832,1785763601146720832,1785763601146825056
trace_random,0,284,30,1785763601146720832,1785763601146720832,1785763601146825088
trace_random,0,285,31,1785763601146720832,1785763601146720832,1785763601146825088
trace_random,0,286,46,1785763601146720864,1785763601146720864,1785763601146825088
trace_random,0,287,47,1785763601146720864,1785763601146720864,1785763601146825088
trace_random,0,288,62,1785763601146720864,1785763601146720864,1785763601146825088
trace_random,0,289,63,1785763601146720896,1785763601146720896,1785763601146825120
trace_random,0,290,78,1785763601146720800,1785763601146720800,1785763601146825056
trace_random,0,291,79,1785763601146720832,1785763601146720832,1785763601146825088
trace_random,0,292,92,1785763601146720832,1785763601146720832,1785763601146825088
trace_random,0,293,93,1785763601146720864,1785763601146720864,1785763601146825088
trace_random,0,294,106,1785763601146720864,1785763601146720864,1785763601146825088
trace_random,0,295,107,1785763601146720864,1785763601146720864,1785763601146825120
trace_random,0,296,120,1785763601146720864,1785763601146720864,1785763601146825088
trace_random,0,297,121,1785763601146720896,1785763601146720896,1785763601146825152
trace_random,0,298,134,1785763601146720832,1785763601146720832,1785763601146824928
trace_random,0,299,135,1785763601146720800,1785763601146720800,1785763601146824960
trace_random,0,300,140,1785763601146720832,1785763601146720832,1785763601146825056
trace_random,0,301,141,1785763601146720864,1785763601146720864,1785763601146824960
trace_random,0,302,0,1785763601146720832,1785763601146720832,1785763601146825184
trace_random,0,303,1,1785763601146720800,1785763601146720800,1785763601146825184
trace_random,0,304,16,1785763601146720832,1785763601146720832,1785763601146825216
trace_random,0,305,17,1785763601146720800,1785763601146720800,1785763601146825248
trace_random,0,306,32,1785763601146720864,1785763601146720864,1785763601146825216
trace_random,0,307,33,1785763601146720832,1785763601146720832,1785763601146825248
trace_random,0,308,48,1785763601146720896,1785763601146720896,1785763601146825248
trace_random,0,309,49,1785763601146720864,1785763601146720864,1785763601146825280
trace_random,0,310,64,1785763601146720832,1785763601146720832,1785763601146825248
trace_random,0,311,65,1785763601146720864,1785763601146720864,1785763601146825248
trace_random,0,312,2,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,313,3,1785763601146720672,1785763601146720672,1785763601146825088
trace_random,0,314,18,1785763601146720672,1785763601146720672,1785763601146825088
trace_random,0,315,19,1785763601146720672,1785763601146720672,1785763601146825088
trace_random,0,316,34,1785763601146720704,1785763601146720704,1785763601146825056
trace_random,0,317,35,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,318,50,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,319,51,1785763601146720704,1785763601146720704,1785763601146825120
trace_random,0,320,66,1785763601146720704,1785763601146720704,1785763601146825056
trace_random,0,321,67,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,322,80,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,323,81,1785763601146720672,1785763601146720672,1785763601146825088
trace_random,0,324,94,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,325,95,1785763601146720672,1785763601146720672,1785763601146825120
trace_random,0,326,108,1785763601146720672,1785763601146720672,1785763601146825056
trace_random,0,327,109,1785763601146720704,1785763601146720704,1785763601146825056
trace_random,0,328,122,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,329,123,1785763601146720672,1785763601146720672,1785763601146825088
trace_random,0,330,4,1785763601146720704,1785763601146720704,1785763601146825024
trace_random,0,331,5,1785763601146720704,1785763601146720704,1785763601146825024
trace_random,0,332,20,1785763601146720704,1785763601146720704,1785763601146825024
trace_random,0,333,21,1785763601146720672,1785763601146720672,1785763601146825088
trace_random,0,334,36,1785763601146720704,1785763601146720704,1785763601146825024
trace_random,0,335,37,1785763601146720704,1785763601146720704,1785763601146825024
trace_random,0,336,52,1785763601146720704,1785763601146720704,1785763601146825056
trace_random,0,337,53,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,338,68,1785763601146720704,1785763601146720704,1785763601146825024
trace_random,0,339,69,1785763601146720704,1785763601146720704,1785763601146825024
trace_random,0,340,82,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,341,83,1785763601146720672,1785763601146720672,1785763601146825088
trace_random,0,342,96,1785763601146720704,1785763601146720704,1785763601146825088
trace_random,0,343,97,1785763601146720672,1785763601146720672,1785763601146825056
trace_random,0,344,110,1785763601146720704,1785763601146720704,1785763601146825024
trace_random,0,345,111,1785763601146720672,1785763601146720672,1785763601146825088
trace_random,0,346,124,1785763601146720704,1785763601146720704,1785763601146825024
trace_random,0,347,125,1785763601146720672,1785763601146720672,1785763601146825024
trace_random,0,348,6,1785763601146720704,1785763601146720704,1785763601146824288
trace_random,0,349,7,1785763601146720672,1785763601146720672,1785763601146824256
trace_random,0,350,22,1785763601146720672,1785763601146720672,1785763601146824256
trace_random,0,351,23,1785763601146720672,1785763601146720672,1785763601146824256
trace_random,0,352,38,1785763601146720672,1785763601146720672,1785763601146824320
trace_random,0,353,39,1785763601146720736,1785763601146720736,1785763601146824320
trace_random,0,354,54,1785763601146720704,1785763601146720704,1785763601146824320
trace_random,0,355,55,1785763601146720672,1785763601146720672,1785763601146824320
trace_random,0,356,70,1785763601146720704,1785763601146720704,1785763601146824256
trace_random,0,357,71,1785763601146720672,1785763601146720672,1785763601146824288
trace_random,0,358,84,1785763601146720704,1785763601146720704,1785763601146824256
trace_random,0,359,85,1785763601146720672,1785763601146720672,1785763601146824288
trace_random,0,360,98,1785763601146720704,1785763601146720704,1785763601146824288
trace_random,0,361,99,1785763601146720672,1785763601146720672,1785763601146824256
trace_random,0,362,112,1785763601146720704,1785763601146720704,1785763601146824256
trace_random,0,363,113,1785763601146720704,1785763601146720704,1785763601146824224
trace_random,0,364,126,1785763601146720704,1785763601146720704,1785763601146824256
trace_random,0,365,127,1785763601146720672,1785763601146720672,1785763601146824320
trace_random,0,366,142,1785763601146720896,1785763601146720896,1785763601146825248
trace_random,0,367,143,1785763601146720896,1785763601146720896,1785763601146825280
trace_random,0,368,144,1785763601146720896,1785763601146720896,1785763601146825248
trace_random,0,369,145,1785763601146720896,1785763601146720896,1785763601146825280
trace_random,0,370,146,1785763601146720864,1785763601146720864,1785763601146825216
trace_random,0,371,147,1785763601146720864,1785763601146720864,1785763601146825376
trace_random,0,372,8,1785763601146720832,1785763601146720832,1785763601146825120
trace_random,0,373,9,1785763601146720832,1785763601146720832,1785763601146825088
trace_random,0,374,24,1785763601146720832,1785763601146720832,1785763601146825088
trace_random,0,375,25,1785763601146720864,1785763601146720864,1785763601146825152
trace_random,0,376,40,1785763601146720864,1785763601146720864,1785763601146825152
trace_random,0,377,41,1785763601146720864,1785763601146720864,1785763601146825120
trace_random,0,378,56,1785763601146720896,1785763601146720896,1785763601146825152
trace_random,0,379,57,1785763601146720832,1785763601146720832,1785763601146825184
trace_random,0,380,72,1785763601146720832,1785763601146720832,1785763601146825088
trace_random,0,381,73,1785763601146720832,1785763601146720832,1785763601146825088
trace_random,0,382,86,1785763601146720832,1785763601146720832,1785763601146825152
trace_random,0,383,87,1785763601146720864,1785763601146720864,1785763601146825152
trace_random,0,384,100,1785763601146720864,1785763601146720864,1785763601146825184
trace_random,0,385,101,1785763601146720896,1785763601146720896,1785763601146825184
trace_random,0,386,114,1785763601146720864,1785763601146720864,1785763601146825152
trace_random,0,387,115,1785763601146720896,1785763601146720896,1785763601146825184
trace_random,0,388,128,1785763601146720832,1785763601146720832,1785763601146825152
trace_random,0,389,129,1785763601146720864,1785763601146720864,1785763601146825280
trace_random,0,390,10,1785763601146720704,1785763601146720704,1785763601146824864
trace_random,0,391,11,1785763601146720672,1785763601146720672,1785763601146824896
trace_random,0,392,26,1785763601146720672,1785763601146720672,1785763601146824864
trace_random,0,393,27,1785763601146720672,1785763601146720672,1785763601146824864
